"ra_number","date_of_survey","check_out_day","check_in_day","primary_rental_purpose","vehicle_model_description","overall_satisfaction","mechanical_condition_of_vehicle","cleanliness_of_the_vehicle","vehicle_selection_choice","ease_of_pick_up","ease_of_return","would_you_recommend","recommend_comment"
"836528921",2019-07-15,2019-07-09,2019-07-11,"Business","SIR GR CRVN2W3N",,,,,,,,
"838453044",2019-07-15,2019-07-12,2019-07-14,"Both Business and Leisure","SIREQUINOXFWD2N",10,10,10,10,10,10,10,"start to finish everyone was courteous and helpful"
"834482165",2019-07-15,2019-07-07,2019-07-13,"Business","VERSA 1.6 N",5,8,8,8,0,0,0,"When I spoke to the clerk at the counter when I picked up the car, I specifically asked if I could return it early without a change in the rate. He said it wouldn't be a problem, to just call the 1-800 number and they would change it. Then when I called the number and asked, they told me the price would almost double. I felt totally misled and then when I complained to customer service they were not helpful. I would not recommend to anyone they use Hertz, and will not direct my employees to use it. I also am planning to write about it next month in my travel blog."
"837131013",2019-07-15,2019-07-10,2019-07-11,"Business","SIREQUINOXFWD1N",9,10,10,10,10,10,9,"competitive price. great cars. love presidents circle options."
"833143614",2019-07-15,2019-07-04,2019-07-14,"Other","SIR 300 3.6 AWN",7,6,5,4,0,9,3,"I was informed to go and pick out any vehicle I wanted at a certain area. I believe the vehicles that were there were NOT the Premium vehicle that I made my reservation for. I then was told to take any vehicle from a different area. I believe there were 2 cars and again, NOT the Premium automobile I made the reservation for. Finally, a very nice gentleman (I'm sorry I forgot his name) checked the vehicles and admitted they were below the vehicle rating I rented. He was kind enough to contact a manager, who 'confiscated' a vehicle for me from another location on site. If it were NOT for the very nice gentleman, I would have contacted a higher up supervisor and would have cancelled my reservation!!!!!!!!!!"
"838759051",2019-07-15,2019-07-12,2019-07-14,"Leisure","SIRESCALAD4X4 N",4,6,9,4,9,9,7,"The experience was easy. Specifically, taking and returning my vehicle were effortless and seamless tasks. I feel the fees were higher than expected, and not reflective of the estimated total I saw when I checked out. Also, my salesperson was a bit pushy with the upgrade. Finally, Escalades are over-rated. They are plastic-y, slightly-upgraded Tahoes and the value just wasn't there. If I ever want an up-scale rental again, I will just use Silver Car."
"837263486",2019-07-15,2019-07-10,2019-07-13,"Both Business and Leisure","SIR SOUL 5D N",9,10,10,8,10,10,10,"From pick up to drop off, everything was just easy and great. Also enjoyed the care. Would definitely do again."
"834096734",2019-07-15,2019-07-06,2019-07-13,"Leisure","SIREQUINOXAWD1N",,,,,,,,
"836065226",2019-07-15,2019-07-09,2019-07-11,"Business","SIR EXPLORER 3N",9,9,9,9,9,9,9,"I was able to get a larger car than expected for the mid-size price. Car was clean and ran well."
"838755632",2019-07-15,2019-07-12,2019-07-14,"Leisure","SIRF-PACEAWSN2N",8,9,9,9,2,10,5,"Gold plus rewards was supposed to make things quicker and easier. Unfortunately, it was quite the opposite. Each employee we encountered shuffled us to another counter. We finally got our car then checking out was a hassle."
"834271944",2019-07-15,2019-07-06,2019-07-14,"Leisure","SIR QX50 FWD SN",5,8,5,5,5,8,7,"The last few times I have rented vehicles with Hertz the vehicles from the category I have rented have been unavailable and I was substituted with vehicles that weren't as nice as I thought I was getting."
"836543772",2019-07-15,2019-07-09,2019-07-10,"Business","SIRENCOREFWDSUN",9,10,10,9,10,9,10,"Received my car quickly and dropped off quickly!"
"832321173",2019-07-15,2019-07-03,2019-07-09,"Leisure","VERSA 1.6 N",,,,,,,,
"911312286",2019-07-15,2019-07-15,2019-07-15,"Leisure","SIR TERRAINFW1N",8,9,3,2,8,0,0,"The service upon returning car was absolutely horrible. The large gentleman working was down right rude and said if i had any feedback take it up with management as not his job to listen to it. Was pretty much the same attitude 2 weeks ago from him."
"831993971",2019-07-14,2019-07-03,2019-07-09,"Both Business and Leisure","SIR Q50RWDSUN3N",,,,,,,,
"834174294",2019-07-14,2019-07-06,2019-07-13,"Business","VERSA 1.6 N",7,10,10,0,6,10,7,"I was told by email to get a car from gold section but there were none. I reserved a full size car but there were none in the section i got to pick a car from."
"837598775",2019-07-14,2019-07-11,2019-07-13,"Leisure","SIRPATHF3.5 7PN",8,9,9,8,10,10,10,"easy"
"835798003",2019-07-14,2019-07-08,2019-07-10,"Business","SIRSIENNA8P3.5N",,,,,,,,
"831425663",2019-07-14,2019-07-02,2019-07-13,"Leisure","SIRMALIBU 1.5 N",,,,,,,,
"910016321",2019-07-14,2019-07-13,2019-07-13,"Both Business and Leisure","SIRIMPALA5P3.6N",10,10,10,10,10,10,10,"Simple, quick, efficient process and able to pick car"
"835628625",2019-07-14,2019-07-08,2019-07-10,"Business","SIR TERRAINAW1N",10,10,10,10,10,10,10,"Ease of rental. Pick a car and go."
"839033543",2019-07-14,2019-07-13,2019-07-13,"Leisure","SIRENCOREFWDSUN",2,10,10,2,10,10,5,"Poor choice of cars with poor miles per gallon ratings. Filled tank and within 10 miles gas level was below full and was charged fo gas when turning the car in"
"834184912",2019-07-14,2019-07-06,2019-07-10,"Business","SIR SOUL 5D N",,,,,,,,
"835431660",2019-07-14,2019-07-08,2019-07-10,"Business","MAZDA3SPT2.0FWN",8,10,10,6,9,10,10,"Fast, efficient. I like picking out my own car."
"835609983",2019-07-14,2019-07-08,2019-07-13,"Both Business and Leisure","SIR 300 3.6 AWN",5,8,8,8,0,8,0,"I arrived at hertz rental center and the board said 'see desk'. I have rented cars 2x at PHX and both times the board said 'see desk'. After waiting in line for 30 minutes, the desk staff said there are no issues and simply said to go pick a car in President's circle. When I asked why the board said 'see desk', they said they did not know. Upon leaving, the gate person was extremely rude and spent another 20 minutes to print my folder and paperwork. If this cannot be fixed, I don't want to rent from Hertz again. ."
"837254375",2019-07-14,2019-07-10,2019-07-13,"Leisure","SIRMALIBU 1.5 N",7,7,4,7,7,8,7,"The service was fast and friendly. The vehicle itself was disappointing though. It wasn't fully clean from the previous user."
"836857221",2019-07-14,2019-07-10,2019-07-13,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"834242776",2019-07-14,2019-07-06,2019-07-13,"Other","SIRIMPALA5P3.6N",10,10,10,10,8,7,8,"Excellent service and friendliness by personnel -especially by the valet drive back person named Loma."
"834195316",2019-07-14,2019-07-06,2019-07-13,"Business","SIR XTS FWD N",10,10,10,10,10,10,10,"Excellent choice of cars to choose from."
"836849215",2019-07-14,2019-07-10,2019-07-13,"Both Business and Leisure","SIR XE SUN AWDN",10,10,10,10,10,10,10,"The customer service personnel help me program my bluetooth and GPS system. Gave me s choice in choosing a car snf taught me the operation and procedures of the vehicle"
"835136050",2019-07-14,2019-07-08,2019-07-12,"Business","SIRSPORTAGEFW2N",,,,,,,,
"832851740",2019-07-14,2019-07-04,2019-07-10,"Leisure","SIR GR CRVN2W3N",9,9,9,7,8,9,9,"Mini van wasn't ready, so we were given free upgrade to Tahoa. Check in was fine. I reserved 2 of the same minivans, so I called to be sure that one didn't get cancelled by the system thinking it was a duplicate. That phone call took a few minutes for the agent to understand my concern, but once understood, my rental record was updated to reflect the 2 reservations were real. The only issue I had was with the price. I had booked for early June, then our plans changed and the rate jumped 2x."
"837698201",2019-07-14,2019-07-11,2019-07-13,"Both Business and Leisure","SIR 300 3.6 RWN",10,10,10,10,10,10,10,"Great vehicle choice, great service."
"836106025",2019-07-14,2019-07-09,2019-07-12,"Both Business and Leisure","SIREQUINOXFWD1N",,,,,,,,
"833314871",2019-07-14,2019-07-05,2019-07-13,"Other","SIRENCOREFWDSUN",,,,,,,,
"832874965",2019-07-14,2019-07-04,2019-07-10,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"835479223",2019-07-14,2019-07-08,2019-07-10,"Both Business and Leisure","CHALLNGRR/TSN N",8,9,2,9,9,10,7,"The car was not clean. It was still dirty outside and the windows where dirty which is a hazard for visibility."
"834139165",2019-07-14,2019-07-06,2019-07-13,"Both Business and Leisure","SIRYUKON 4W7P N",3,7,7,1,1,8,4,"There car selection was incredible bad they gave us a Toyota Highlander that was to hold seven people it held four with our smallest adult squeezing into the middle and hurting herself on day two"
"834030466",2019-07-14,2019-07-06,2019-07-13,"Leisure","SIR EDGE2.0AWDN",10,10,10,10,9,10,10,"Love using the Gold Member perks. Also received a nice upgrade."
"837623953",2019-07-14,2019-07-11,2019-07-13,"Leisure","SIRENCOREFWDSUN",7,8,8,8,10,10,9,"Speedy processing"
"836312750",2019-07-14,2019-07-09,2019-07-10,"Leisure","SIR MAXIMA N",,,,,,,,
"834984706",2019-07-14,2019-07-08,2019-07-13,"Leisure","SIR QX60 AWD SN",10,10,10,7,10,10,10,"I'm a Gold member and always use Hertz."
"832752550",2019-07-14,2019-07-04,2019-07-13,"Leisure","TRANSIT LOW12PN",,,,,,,,
"835017886",2019-07-14,2019-07-08,2019-07-12,"Business","VERSA 1.6 N",8,9,9,7,9,8,9,"Overall good experience"
"834856665",2019-07-14,2019-07-08,2019-07-13,"Business","SENTRA 1.8 N",5,10,10,0,10,10,6,"I reached the five 5 stars level in Gold Reward program but I had to change my car because I had a tire that was deflating the agent won't let me choose a car in the 5 stars lane telling that I book an intermediate car and for an exchange I need to stick to it per Hertz policy. So frustrating."
"834211103",2019-07-14,2019-07-06,2019-07-13,"Leisure","SIRIMPALA5P3.6N",8,8,10,7,10,10,9,"Process was very quick and easy"
"834860725",2019-07-14,2019-07-08,2019-07-13,"Business","SIR 300 3.6 AWN",9,10,8,10,10,10,7,"Your app and online hertz website is ridiculously antiquated and frustrating to use. It's easier to use our own business concur site than using your own."
"834049893",2019-07-14,2019-07-06,2019-07-09,"Leisure","ACCENT 1.6L N",,,,,,,,
"832753832",2019-07-14,2019-07-04,2019-07-07,"Leisure","SIRENCOREFWDSUN",10,10,10,10,10,10,10,"There was a problem with the registration and I sent back to the lot and get another vehicle. In doing so I was automatically upgraded without further charge!!"
"836830024",2019-07-14,2019-07-10,2019-07-13,"Business","SIREQUINOXFWD1N",10,10,10,10,10,10,10,"I love going to rent my cars through Hertz because I travel a lot for work and being a gold club member makes the experience easy. I don't have to wait in line and I always get to choose nice cars."
"832335630",2019-07-14,2019-07-03,2019-07-13,"Leisure","SIR CRUZE 4D FN",10,10,10,5,10,10,10,"Friendly staff and quick service"
"838204290",2019-07-14,2019-07-12,2019-07-13,"Leisure","SIRIMPALA5P2.5N",10,10,10,10,10,10,10,"The rental process was seamless, convenient and very accommodating!"
"833815651",2019-07-14,2019-07-05,2019-07-13,"Business","SIR 4RUNNER 4WN",9,10,10,0,0,10,8,"Did not have my SUV that I prepaid so drive off with a sedan and came back the next day for a 4Runner which was great! Luckily the airport rental was on my way back so not a major deal. Staff that exchanged my vehicle was awesome"
"835785580",2019-07-14,2019-07-09,2019-07-12,"Leisure","SIRACADIA2.5FWN",,,,,,,,
"832550574",2019-07-14,2019-07-03,2019-07-10,"Leisure","SIR 300 3.6 AWN",,,,,,,,
"830362455",2019-07-14,2019-06-30,2019-07-13,"Leisure","SIR 300 3.6 RWN",9,10,10,9,10,9,10,"Great service, excellent selection of cars (in Five Star lot). Good n/c spouse as additional driver policy. Convenient returns despite retry fellownnot knowing what or where the E-return line was."
"838648134",2019-07-14,2019-07-12,2019-07-13,"Leisure","SIR 300 3.6 RWN",10,10,10,10,10,10,10,"Easy process getting the car and return the car."
"836494175",2019-07-14,2019-07-09,2019-07-12,"Both Business and Leisure","VERSA 1.6 N",7,10,10,8,10,10,9,"Convenience of being near airport and the free shuttle service to and from the airport to get to Hertz shop."
"833816966",2019-07-14,2019-07-05,2019-07-13,"Leisure","SIRESCAPE FWD2N",,,,,,,,
"832773152",2019-07-14,2019-07-04,2019-07-13,"Other","SIRSPORTAGEFW2N",10,10,10,8,8,8,10,"Liked that we could pick the vehicle that best suited our needs."
"831845055",2019-07-13,2019-07-03,2019-07-12,"Both Business and Leisure","CHALLNGRR/TSN N",,,,,,,,
"836016333",2019-07-13,2019-07-09,2019-07-12,"Leisure","SIR ROGUE FWD N",9,9,9,6,9,9,9,"Easy check out. Car was well maintained and handled easily. Easy to check in upon drop off, employees were very courteous. I know that I have unlimited mileage, but the person checking me in tacked on an extra 1,000 miles to the odometer. I'm"
"837019400",2019-07-13,2019-07-10,2019-07-12,"Business","SIRIMPALA5P3.6N",6,10,9,7,10,10,7,"I was charged $17 for Gas that's totaly unacceptable for 32 miles of driving"
"833794080",2019-07-13,2019-07-05,2019-07-09,"Other","VERSA 1.6 N",2,2,8,0,6,10,6,"The car they gave wasn't the size that I reserved, the air conditioning didn't work well at all, Arizona weather of 100+ degrees. When I would stop the car would shake really bad, customer service was horrible."
"836650161",2019-07-13,2019-07-10,2019-07-12,"Business","SIR EXPLORER 3N",10,10,10,10,10,10,10,"Easy to pick up and easy to drop off. Clean vehicle."
"834226654",2019-07-13,2019-07-06,2019-07-12,"Leisure","SORENTO FWD3.3N",,,,,,,,
"833588910",2019-07-13,2019-07-05,2019-07-09,"Both Business and Leisure","COROLLA N",7,7,4,0,0,10,5,"When I arrived to pick up my reserved Gold rental, there were no cars. Zero cars. We were all standing around a hot, empty garage; waiting for someone to bring cars. Finally, one car at a time began to arrive. One customer at a time drove off, leaving the rest of us customers standing there in the hot garage."
"834744805",2019-07-13,2019-07-07,2019-07-12,"Business","SIR QX50 FWD SN",8,8,8,8,9,6,8,"Ease of pick up"
"838126903",2019-07-13,2019-07-12,2019-07-12,"Leisure","COROLLA N",,,,,,,,
"817229000",2019-07-13,2019-06-26,2019-07-09,"Both Business and Leisure","SIRRAM152WC5SBN",10,10,10,10,10,10,10,"Car was ready when I arrived and the new CLEAR Check out is great."
"835104933",2019-07-13,2019-07-08,2019-07-12,"Business","SIRRAM15004WCCN",,,,,,,,
"836382665",2019-07-13,2019-07-09,2019-07-11,"Business","SIR ENCOREAWDSN",,,,,,,,
"836530866",2019-07-13,2019-07-09,2019-07-12,"Business","CHARGER 5.7 U N",10,10,10,8,9,10,10,"Clean reliable cars. Fast efficient rental process. Good selection of vehicles."
"831134581",2019-07-13,2019-07-01,2019-07-12,"Leisure","SIR ACCENT HB N",10,10,7,5,9,9,0,"Hertz destroyed my holiday by changing the possibility of my one way drop off without telling me. It was confirmed three months ago but on pick up I was told I could no longer drop off as planned."
"835519506",2019-07-13,2019-07-08,2019-07-12,"Leisure","C300 2.0 CV RWN",,,,,,,,
"835036075",2019-07-13,2019-07-08,2019-07-12,"Business","SIRMUST CV 2.3N",10,10,8,10,10,10,10,"Great service, great cars and fair prices. Becoming a Gold member was the best thing I ever did. At the airport, being able to walk to a gold section with a variety of cars and just grab and go is the best!"
"836282672",2019-07-13,2019-07-09,2019-07-10,"Business","SIRMALIBU 1.5 N",4,0,10,8,10,10,7,"the car I received had mechanical issues that were not resolved in a timely matter"
"836732875",2019-07-13,2019-07-10,2019-07-12,"Leisure","SIREQUINOXFWD1N",7,9,3,0,0,10,7,"I'm a gold member and so I went to the spot my car was supposed to be in, but instead of a pathfinder there was a minivan. We had to go and find another car in another section but we were still charged for the pathfinder."
